Occupations;Code;Pekerjaan
"Substation Operator, Utilities";RIS;"Operator Cabang, Utilitas"
Superintendent of Schools;SCA;Inspektur Sekolah
Superintendent of Schools;SEI;Inspektur Sekolah
Superintendent of Schools;SRA;Inspektur Sekolah
Surgeon;IAC;Ahli Bedah
Surgeon;IAE;Ahli Bedah
Surgeon;IAR;Ahli Bedah
Surgeon;ICA;Ahli Bedah
Surgeon;IEA;Ahli Bedah
Surgeon;IRA;Ahli Bedah
Surgeon (IRA);AIR;#N/A
Surgeon (IRA);ARI;#N/A
Surgical Assistant;IAC;Asisten Bedah
Surgical Assistant;IAE;Asisten Bedah
Surgical Assistant;ICA;Asisten Bedah
Surgical Assistant;IEA;Asisten Bedah
Surgical Assistant;IRS;Asisten Bedah
Surveillance System Monitor;CAE;Monitor Sistem Pengawasan
Surveillance System Monitor;CAI;Monitor Sistem Pengawasan
Surveillance System Monitor;CAR;Monitor Sistem Pengawasan
Surveillance System Monitor;CAS;Monitor Sistem Pengawasan
Surveillance System Monitor;CEA;Monitor Sistem Pengawasan
Surveillance System Monitor;CSA;Monitor Sistem Pengawasan
Surveillance System Monitor;CSR;Monitor Sistem Pengawasan
"Surveyor, Geodetic";IAC;"Surveyor, Geodetik"
"Surveyor, Geodetic";IAE;"Surveyor, Geodetik"
"Surveyor, Geodetic";ICA;"Surveyor, Geodetik"
"Surveyor, Geodetic";IEA;"Surveyor, Geodetik"
"Surveyor, Geodetic";IRE;"Surveyor, Geodetik"
"Surveyor, Geodetic (IRE)";SEA;#N/A
"Surveyor, Hydrographic";IAC;"Surveyor, Hidrografi"
"Surveyor, Hydrographic";IAE;"Surveyor, Hidrografi"
"Surveyor, Hydrographic";ICA;"Surveyor, Hidrografi"
"Surveyor, Hydrographic";IEA;"Surveyor, Hidrografi"
"Surveyor, Hydrographic";IER;"Surveyor, Hidrografi"
"Surveyor, Land";IAC;"Surveyor, Tanah"
"Surveyor, Land";IAE;"Surveyor, Tanah"
"Surveyor, Land";ICA;"Surveyor, Tanah"
"Surveyor, Land";IEA;"Surveyor, Tanah"
"Surveyor, Land";IER;"Surveyor, Tanah"
"Surveyor, Ship";RAI;"Surveyor, Kapal"
"Surveyor, Ship";REC;"Surveyor, Kapal"
Survey Researcher;IAC;Peneliti Survei
Survey Researcher;IAE;Peneliti Survei
Survey Researcher;ICA;Peneliti Survei
Survey Researcher;ICE;Peneliti Survei
Survey Researcher;IEA;Peneliti Survei
Survey Researcher (ICE);CIE;#N/A
Survey Researcher (ICE);CEI;#N/A
Survey Worker Supervisor;SCA;Supervisor Pekerja Survei
Survey Worker Supervisor;SEC;Supervisor Pekerja Survei
Survey Worker Supervisor;SRA;Supervisor Pekerja Survei
Sustainability Specialist;IAC;Spesialis Keberlanjutan
Sustainability Specialist;IAE;Spesialis Keberlanjutan
Sustainability Specialist;ICA;Spesialis Keberlanjutan
Sustainability Specialist;ICE;Spesialis Keberlanjutan
Sustainability Specialist;IEA;Spesialis Keberlanjutan
Sustainability Specialist (ICE);CIE;#N/A
Sustainability Specialist (ICE);CEI;#N/A
Switchboard Operator/Answering Service Operator;CAE;Operator Papan Tombol/Operator Layanan Penjawab
Switchboard Operator/Answering Service Operator;CAI;Operator Papan Tombol/Operator Layanan Penjawab
Switchboard Operator/Answering Service Operator;CAR;Operator Papan Tombol/Operator Layanan Penjawab
Switchboard Operator/Answering Service Operator;CAS;Operator Papan Tombol/Operator Layanan Penjawab
Switchboard Operator/Answering Service Operator;CEA;Operator Papan Tombol/Operator Layanan Penjawab
Switchboard Operator/Answering Service Operator;CSA;Operator Papan Tombol/Operator Layanan Penjawab
Switchboard Operator/Answering Service Operator;CSE;Operator Papan Tombol/Operator Layanan Penjawab
Systems Analyst;IAC;Analis sistem
Systems Analyst;IAE;Analis sistem
Systems Analyst;ICA;Analis sistem
Systems Analyst;IEA;Analis sistem
Systems Analyst;IER;Analis sistem
Tailor;RAI;Penjahit
Tailor;RIE;Penjahit
Talent Manager;ESC;Manajer Bakat
Taper/Finisher;RAI;Taper/Finisher
Taper/Finisher;RCS;Taper/Finisher
Taxicab Coordinator;SCA;Koordinator Taksi
Taxicab Coordinator;SCE;Koordinator Taksi
Taxicab Coordinator;SRA;Koordinator Taksi
Tax Preparer ;CAE;Penyedia Pajak
Tax Preparer ;CAI;Penyedia Pajak
Tax Preparer ;CAR;Penyedia Pajak
Tax Preparer ;CAS;Penyedia Pajak
Tax Preparer ;CEA;Penyedia Pajak
Tax Preparer ;CES;Penyedia Pajak
Tax Preparer ;CSA;Penyedia Pajak
"Teacher, Adult Education";SCA;"Guru, Pendidikan Orang Dewasa"
"Teacher, Adult Education";SER;"Guru, Pendidikan Orang Dewasa"
"Teacher, Adult Education";SRA;"Guru, Pendidikan Orang Dewasa"
Teacher Aide;SCA;Pembantu Guru
Teacher Aide;SCE;Pembantu Guru
Teacher Aide;SRA;Pembantu Guru
"Teacher, Elementary School, Special Education";SCA;"Guru, Sekolah Dasar, Pendidikan Khusus"
"Teacher, Elementary School, Special Education";SEC;"Guru, Sekolah Dasar, Pendidikan Khusus"
"Teacher, Elementary School, Special Education";SRA;"Guru, Sekolah Dasar, Pendidikan Khusus"
"Teacher, Industrial Arts";RAI;"Guru, Seni Industri"
"Teacher, Industrial Arts";REI;"Guru, Seni Industri"
"Teacher, Kindergarten";SCA;"Guru, TK"
"Teacher, Kindergarten";SEC;"Guru, TK"
"Teacher, Kindergarten";SRA;"Guru, TK"
"Teacher, Middle School, Special Education";SCA;"Guru, Sekolah Menengah, Pendidikan Khusus"
"Teacher, Middle School, Special Education";SEC;"Guru, Sekolah Menengah, Pendidikan Khusus"
"Teacher, Middle School, Special Education";SRA;"Guru, Sekolah Menengah, Pendidikan Khusus"
"Teacher, Music";AES;#N/A
"Teacher, Preschool";SAE;"Guru, prasekolah"
"Teacher, Preschool";SCA;"Guru, prasekolah"
"Teacher, Preschool";SRA;"Guru, prasekolah"
"Teacher, Preschool, Special Education";SCA;"Guru, Prasekolah, Pendidikan Khusus"
"Teacher, Preschool, Special Education";SEC;"Guru, Prasekolah, Pendidikan Khusus"
"Teacher, Preschool, Special Education";SRA;"Guru, Prasekolah, Pendidikan Khusus"
"Teacher, Secondary School";SAE;"Guru, Sekolah Menengah"
"Teacher, Secondary School";SCA;"Guru, Sekolah Menengah"
"Teacher, Secondary School";SRA;"Guru, Sekolah Menengah"
"Teacher, Secondary School, Special Education";SCA;"Guru, Sekolah Menengah, Pendidikan Khusus"
"Teacher, Secondary School, Special Education";SEC;"Guru, Sekolah Menengah, Pendidikan Khusus"
"Teacher, Secondary School, Special Education";SRA;"Guru, Sekolah Menengah, Pendidikan Khusus"
Technical Support Specialist;SCA;Spesialis Dukungan Teknis
Technical Support Specialist;SER;Spesialis Dukungan Teknis
Technical Support Specialist;SRA;Spesialis Dukungan Teknis
Technical Writer;IAC;Penulis teknis
Technical Writer;IAE;Penulis teknis
Technical Writer;ICA;Penulis teknis
Technical Writer;IEA;Penulis teknis
Technical Writer;IRS;Penulis teknis
"Technician, Dialysis";IAC;"Teknisi, Dialisis"
"Technician, Dialysis";IAE;"Teknisi, Dialisis"
"Technician, Dialysis";ICA;"Teknisi, Dialisis"
"Technician, Dialysis";IEA;"Teknisi, Dialisis"
"Technician, Dialysis";ISC;"Teknisi, Dialisis"
"Technician, Dialysis (ISC)";ICS;#N/A
"Technician, Dialysis (ISC)";SCI;#N/A
"Technician, Surgical";IAC;"Teknisi, Pembedahan"
"Technician, Surgical";IAE;"Teknisi, Pembedahan"
"Technician, Surgical";ICA;"Teknisi, Pembedahan"
"Technician, Surgical";IEA;"Teknisi, Pembedahan"
"Technician, Surgical";ISR;"Teknisi, Pembedahan"
Telecommunications Engineering Specialist;RAI;Spesialis Teknik Telekomunikasi
Telecommunications Engineering Specialist;REI;Spesialis Teknik Telekomunikasi
Telecommunications Equipment Installer and Repairer;RAI;Pemasang dan Reparasi Peralatan Telekomunikasi
Telecommunications Equipment Installer and Repairer;REI;Pemasang dan Reparasi Peralatan Telekomunikasi
Telecommunications Line Installer and Repairer;RAI;Pemasang dan Reparasi Saluran Telekomunikasi
Telecommunications Line Installer and Repairer;REI;Pemasang dan Reparasi Saluran Telekomunikasi
Telecommunications Specialist;ECS;Spesialis Telekomunikasi
Telecommunications Technician;RAI;Teknisi Telekomunikasi
Telecommunications Technician;RIS;Teknisi Telekomunikasi
Telecommunicator Supervisor;ECS;Pengawas Telekomunikasi
Telemarketer;ESC;Telemarketer
Television Production Clerk;CAE;Petugas Produksi Televisi
Television Production Clerk;CAI;Petugas Produksi Televisi
Television Production Clerk;CAR;Petugas Produksi Televisi
Television Production Clerk;CAS;Petugas Produksi Televisi
Television Production Clerk;CEA;Petugas Produksi Televisi
Television Production Clerk;CRS;Petugas Produksi Televisi
Television Production Clerk;CSA;Petugas Produksi Televisi
Television Technician;RAI;Teknisi Televisi
Television Technician;RIA;Teknisi Televisi
Television Technician (RIA);AIR;#N/A
Television Technician (RIA);ARI;#N/A
Television Technician (RIA);IAR;#N/A
Television Technician (RIA);IRA;#N/A
Terrazzo Worker and Finisher;RAI;Terrazzo Worker and Finisher
Terrazzo Worker and Finisher;REC;Terrazzo Worker and Finisher
Test Technician;IAC;Teknisi Tes
Test Technician;IAE;Teknisi Tes
Test Technician;ICA;Teknisi Tes
Test Technician;IEA;Teknisi Tes
Test Technician;IRE;Teknisi Tes
Test Technician (IRE);SEA;#N/A
Ticket Sales Agent;CAE;Agen Penjualan Tiket
Ticket Sales Agent;CAI;Agen Penjualan Tiket
Ticket Sales Agent;CAR;Agen Penjualan Tiket
Ticket Sales Agent;CAS;Agen Penjualan Tiket
Ticket Sales Agent;CEA;Agen Penjualan Tiket
Ticket Sales Agent;CSA;Agen Penjualan Tiket
Ticket Sales Agent;CSE;Agen Penjualan Tiket
Ticket Sales Supervisor;ESR;Supervisor Penjualan Tiket
Tire Repairer and Changer;RAI;Reparasi dan Penukar Ban
Tire Repairer and Changer;RCE;Reparasi dan Penukar Ban
Tissue Technologist;IAC;Teknisi Jaringan
Tissue Technologist;IAE;Teknisi Jaringan
Tissue Technologist;ICA;Teknisi Jaringan
Tissue Technologist;IEA;Teknisi Jaringan
Tissue Technologist;IRE;Teknisi Jaringan
Tissue Technologist (IRE);SEA;#N/A
Title Examiner;CAE;Penguji Jabatan/Gelar
Title Examiner;CAI;Penguji Jabatan/Gelar
Title Examiner;CAR;Penguji Jabatan/Gelar
Title Examiner;CAS;Penguji Jabatan/Gelar
Title Examiner;CEA;Penguji Jabatan/Gelar
Title Examiner;CSA;Penguji Jabatan/Gelar
Title Examiner;CSE;Penguji Jabatan/Gelar
Tool and Die Maker;RAI;Tool and Die Maker
Tool and Die Maker;RCI;Tool and Die Maker
Tool and Die Maker (RCI);CRI;#N/A
Tool and Die Maker (RCI);CIR;#N/A
Tool and Die Makers;RAI;Tool and Die Maker
Tool and Die Makers;RIE;Tool and Die Maker
Tools Designer;RAI;Perancang Alat
Tools Designer;RIS;Perancang Alat
Town Clerk;ECI;Petugas Kota
Town Clerk (ECI);ICE;#N/A
Town Clerk (ECI);CIE;#N/A
Town Clerk (ECI);CEI;#N/A
Toxicologist;IAC;Ahli Toksikologi
Toxicologist;IAE;Ahli Toksikologi
Toxicologist;ICA;Ahli Toksikologi
Toxicologist;IEA;Ahli Toksikologi
Toxicologist;IRC;Ahli Toksikologi
"Toxicologist, Chief";IAC;"Ahli Toksikologi, Ketua"
"Toxicologist, Chief";IAE;"Ahli Toksikologi, Ketua"
"Toxicologist, Chief";ICA;"Ahli Toksikologi, Ketua"
"Toxicologist, Chief";IEA;"Ahli Toksikologi, Ketua"
"Toxicologist, Chief";IRE;"Ahli Toksikologi, Ketua"
"Toxicologist, Chief (IRE)";SEA;#N/A
Toxicologist (IRC);CRI;#N/A
Toxicologist (IRC);CIR;#N/A
Tractor Operator;RAI;Operator Traktor
Tractor Operator;RCE;Operator Traktor
Traffic Checker;ERC;Pemeriksa Lalu Lintas
Traffic Clerk;CAE;Petugas Lalu Lintas
Traffic Clerk;CAI;Petugas Lalu Lintas
Traffic Clerk;CAR;Petugas Lalu Lintas
Traffic Clerk;CAS;Petugas Lalu Lintas
Traffic Clerk;CEA;Petugas Lalu Lintas
Traffic Clerk;CRS;Petugas Lalu Lintas
Traffic Clerk;CSA;Petugas Lalu Lintas
Traffic Maintenance Supervisor;ERI;Supervisor Pemeliharaan Lalu Lintas
Traffic Manager;ESR;Manajer Lalu Lintas
Traffic Technician;RAI;Teknisi Lalu Lintas
Traffic Technician;REI;Teknisi Lalu Lintas
Train Dispatcher;ECS;Dispatcher Kereta Api
Training and Development Specialist;SCA;Spesialis Pelatihan dan Pengembangan
Training and Development Specialist;SIE;Spesialis Pelatihan dan Pengembangan
Training and Development Specialist;SRA;Spesialis Pelatihan dan Pengembangan
Transfortation Security Officer;RAI;#N/A
Transfortation Security Officer;REC;#N/A
Transportation Director;ESR;Direktur Transportasi
Transportation Inspector;CAE;Inspektur Transportasi
Transportation Inspector;CAI;Inspektur Transportasi
Transportation Inspector;CAR;Inspektur Transportasi
Transportation Inspector;CAS;Inspektur Transportasi
Transportation Inspector;CEA;Inspektur Transportasi
Transportation Inspector;CRS;Inspektur Transportasi
Transportation Inspector;CSA;Inspektur Transportasi
Transportation Manager;ERA;Manajer Transportasi
Transportation Planner;IAC;Perencana Transportasi
Transportation Planner;IAE;Perencana Transportasi
Transportation Planner;ICA;Perencana Transportasi
Transportation Planner;ICR;Perencana Transportasi
Transportation Planner;IEA;Perencana Transportasi
Transportation Planner (ICR);CRI;#N/A
Transportation Planner (ICR);CIR;#N/A
Travel Agent;ECS;Agen Perjalanan
Tree Surgeon;RAI;Ahli Bedah Pohon
Tree Surgeon;REI;Ahli Bedah Pohon
Tree Trimmer/Pruner;RAI;Pemangkas/Penghias Pohon
Tree Trimmer/Pruner;RCE;Pemangkas/Penghias Pohon
Tutor;SCA;Pendidik
Tutor;SEC;Pendidik
Tutor;SRA;Pendidik
Typist/Transcriptionist;CAE;Pengetik/Transcriptionist
Typist/Transcriptionist;CAI;Pengetik/Transcriptionist
Typist/Transcriptionist;CAR;Pengetik/Transcriptionist
Typist/Transcriptionist;CAS;Pengetik/Transcriptionist
Typist/Transcriptionist;CEA;Pengetik/Transcriptionist
Typist/Transcriptionist;CRS;Pengetik/Transcriptionist
Typist/Transcriptionist;CSA;Pengetik/Transcriptionist
Ultrasound Technologist;RAI;Teknisi Ultrasonografi
Ultrasound Technologist;RSI;Teknisi Ultrasonografi
Umpire/Referee;ESR;Wasit/Hakim
Underwriter;CAE;Penanggung
Underwriter;CAI;Penanggung
Underwriter;CAR;Penanggung
Underwriter;CAS;Penanggung
Underwriter;CEA;Penanggung
Underwriter;CSA;Penanggung
Underwriter;CSE;Penanggung
Upholsterer;RAI;Tukang Melapis Perabot Rumah
Upholsterer;RCS;Tukang Melapis Perabot Rumah
"Upholsterer, Chair and Furniture";RAI;"Tukang Melapis Perabot Rumah, Kursi dan Mebel"
"Upholsterer, Chair and Furniture";RSC;"Tukang Melapis Perabot Rumah, Kursi dan Mebel"
Urban Planner;ESI;Perencana Kota
Urologist;IAC;Ahli Urologi
Urologist;IAE;Ahli Urologi
Urologist;ICA;Ahli Urologi
Urologist;IEA;Ahli Urologi
Urologist;ISR;Ahli Urologi
Utilities Service Investigator;EIR;Penyelidik Layanan Utilitas
Utility Clerk;CAE;Petugas Utilitas
Utility Clerk;CAI;Petugas Utilitas
Utility Clerk;CAR;Petugas Utilitas
Utility Clerk;CAS;Petugas Utilitas
Utility Clerk;CEA;Petugas Utilitas
Utility Clerk;CER;Petugas Utilitas
Utility Clerk;CSA;Petugas Utilitas
Vendor Quality Supervisor;EIA;Pengawas Kualitas Vendor
Vendor Quality Supervisor (EIA);AIE;#N/A
Vendor Quality Supervisor (EIA);EAI;#N/A
Veterinarian;IAC;Dokter hewan
Veterinarian;IAE;Dokter hewan
Veterinarian;ICA;Dokter hewan
Veterinarian;IEA;Dokter hewan
Veterinarian;IRS;Dokter hewan
Veterinary Livestock Inspector;IAC;Inspektur Hewan Ternak
Veterinary Livestock Inspector;IAE;Inspektur Hewan Ternak
Veterinary Livestock Inspector;ICA;Inspektur Hewan Ternak
Veterinary Livestock Inspector;IEA;Inspektur Hewan Ternak
Veterinary Livestock Inspector;IRE;Inspektur Hewan Ternak
Veterinary Livestock Inspector (IRE);SEA;#N/A
Veterinary Technologist and Technician;IAC;Teknisi dan Teknikus Kedokteran Hewan
Veterinary Technologist and Technician;IAE;Teknisi dan Teknikus Kedokteran Hewan
Veterinary Technologist and Technician;ICA;Teknisi dan Teknikus Kedokteran Hewan
Veterinary Technologist and Technician;IEA;Teknisi dan Teknikus Kedokteran Hewan
Veterinary Technologist and Technician;IRS;Teknisi dan Teknikus Kedokteran Hewan
Video Game Designer;AIC;Video Game Designer
Video Game Designer;AIE;Video Game Designer
Video Game Designer;ARC;Video Game Designer
Video Game Designer (AIE);EAI;#N/A
Video Game Programmer;IAC;Programmer Video Game
Video Game Programmer;IAE;Programmer Video Game
Video Game Programmer;ICA;Programmer Video Game
Video Game Programmer;IEA;Programmer Video Game
Video Game Programmer;IRE;Programmer Video Game
Video Game Programmer (IRE);SEA;#N/A
Vision Rehabilitation Therapist;SCA;Terapis Rehabilitasi Visi
Vision Rehabilitation Therapist;SER;Terapis Rehabilitasi Visi
Vision Rehabilitation Therapist;SRA;Terapis Rehabilitasi Visi
Vocational Rehabilitation Consultant;ESR;Konsultan Rehabilitasi Kejuruan
Vocational Rehabilitation Counselor;SCA;Konsultan Rehabilitasi Kejuruan
Vocational Rehabilitation Counselor;SEC;Konsultan Rehabilitasi Kejuruan
Vocational Rehabilitation Counselor;SRA;Konsultan Rehabilitasi Kejuruan
Voice Pathologist;IAC;Ahli Patologi Suara
Voice Pathologist;IAE;Ahli Patologi Suara
Voice Pathologist;ICA;Ahli Patologi Suara
Voice Pathologist;IEA;Ahli Patologi Suara
Voice Pathologist;IER;Ahli Patologi Suara
Volunteer Services Supervisor;ESR;Pengawas Layanan Relawan
Waiter/Waitress;ECS;Pelayan
"Waiter/Waitress, Head";ESR;Kepala Pelayan
Warehouse Supervisor;ESR;Supervisor Gudang
Watch Repairer;RAI;Reparasi Arlogi
Watch Repairer;REI;Reparasi Arlogi
Waterinary Assistant;RAI;#N/A
Waterinary Assistant;RSI;#N/A
Water Quality Tester;RAI;Penguji Kualitas Air
Water Quality Tester;REI;Penguji Kualitas Air
Water Resources Specialist;IAC;Spesialis Sumber Daya Air
Water Resources Specialist;IAE;Spesialis Sumber Daya Air
Water Resources Specialist;ICA;Spesialis Sumber Daya Air
Water Resources Specialist;IEA;Spesialis Sumber Daya Air
Water Resources Specialist;IRC;Spesialis Sumber Daya Air
Water Resources Specialist (IRC);CRI;#N/A
Water Resources Specialist (IRC);CIR;#N/A
Water/Sewer Systems Superintendent;IAC;Superintenden Sistem Air/ Saluran Pembuangan
Water/Sewer Systems Superintendent;IAE;Superintenden Sistem Air/ Saluran Pembuangan
Water/Sewer Systems Superintendent;ICA;Superintenden Sistem Air/ Saluran Pembuangan
Water/Sewer Systems Superintendent;IEA;Superintenden Sistem Air/ Saluran Pembuangan
Water/Sewer Systems Superintendent;IER;Superintenden Sistem Air/ Saluran Pembuangan
Water Treatment Plant Operator;RAI;Operator Instalasi Pengolahan Air
Water Treatment Plant Operator;RCE;Operator Instalasi Pengolahan Air
Water Treatment Plant Supervisor;EIR;Pengawas Instalasi Pengolahan Air
Weatherization Installer Technician;RAI;Teknisi Pemasang Weatherisasi/Cuaca
Weatherization Installer Technician;RIC;Teknisi Pemasang Weatherisasi/Cuaca
Weatherization Installer Technician (RIC);CRI;#N/A
Weatherization Installer Technician (RIC);CIR;#N/A
Weather Observer;RAI;Pengamat Cuaca
Weather Observer;RIE;Pengamat Cuaca
"Weaver, Carpet and Rug";RAI;"Penenun, Karpet dan Permadani"
"Weaver, Carpet and Rug";RCE;"Penenun, Karpet dan Permadani"
Web Administrator;IAC;Administrator Web
Web Administrator;IAE;Administrator Web
Web Administrator;ICA;Administrator Web
Web Administrator;IEA;Administrator Web
Web Administrator;IER;Administrator Web
Web Developer/Designer;ACI;#N/A
Web Developer/Designer (ACI);CIA;#N/A
Wedding Consultant;SCA;Konsultan Pernikahan
Wedding Consultant;SEC;Konsultan Pernikahan
Wedding Consultant;SRA;Konsultan Pernikahan
Welder;RAI;Tukang Las
Welder;RIS;Tukang Las
Welding Machine Operator;RAI;Operator Mesin Las
Welding Machine Operator;RIE;Operator Mesin Las
Welfare Director;SCA;Direktur Kesejahteraan
Welfare Director;SEC;Direktur Kesejahteraan
Welfare Director;SRA;Direktur Kesejahteraan
Wholesaler;ESA;Makelar
Wildlife Control Agent;RAI;Agen Pengendali Satwa Liar
Wildlife Control Agent;RSE;Agen Pengendali Satwa Liar
Wind Energy Project Manager;IAC;Manajer Proyek Energi Angin
Wind Energy Project Manager;IAE;Manajer Proyek Energi Angin
Wind Energy Project Manager;ICA;Manajer Proyek Energi Angin
Wind Energy Project Manager;IEA;Manajer Proyek Energi Angin
Wind Energy Project Manager;IRC;Manajer Proyek Energi Angin
Wind Energy Project Manager (IRC);CRI;#N/A
Wind Energy Project Manager (IRC);CIR;#N/A
Wind Turbine Service Technician;RAI;Teknisi Layanan Turbin Angin
Wind Turbine Service Technician;RIC;Teknisi Layanan Turbin Angin
Wind Turbine Service Technician (RIC);CRI;#N/A
Wind Turbine Service Technician (RIC);CIR;#N/A
Wine Maker;EIR;Pembuat Anggur
Woodworking Machine Operator;RAI;Operator Mesin Pengolah Kayu
