Program Studi;Kode
Motorcycle Maintenance and Repair Technology/Technician (RIE);EIR
Ophthalmic Laboratory Technology/Technician (RIE);EIR
Welding Engineering Technology/Technician (RIE);EIR
Welding Technology/Welder (RIE);EIR
Acoustics (IRE);EIR
Animal Health and Science (IRE);EIR
Anthropology (IRE);EIR
Archeology (IRE);EIR
Architectural Engineering Technoloy/Technician (IRE);EIR
Artificial Intelligence (IRE);EIR
Astronomy (IRE);EIR
Astrophysics (IRE);EIR
Atomic/Molecular Physics (IRE);EIR
Bioinformatics (IRE);EIR
"Biology, Reproductive (IRE)";EIR
Biometry/Biometrics (IRE);EIR
Biophysics (IRE);EIR
Biostatistics (IRE);EIR
Blood Bank Technology Specialist (IRE);EIR
Business Statistics (IRE);EIR
Cardiovascular Science (IRE);EIR
Cell Physiology (IRE);EIR
Ceramic Sciences and Engineering (IRE);EIR
Clinical Laboratory Science/Medical Technology/Technologist (IRE);EIR
Clinical/Medical Laboratory Assistant/Technician (IRE);EIR
Clinical/Medical Laboratory Science and Allied Professions (IRE);EIR
Computer and Information Sciences (IRE);EIR
Computer Numerically Controlled (CNC) Machinist Technology/CNC Machinist (IRE);EIR
Computer Science (IRE);EIR
Compiter Technology/Computer Systems Technology (IRE);EIR
Conservation Biology (IRE);EIR
Cultural Anthropology (IRE);EIR
Data Modeling/Warehousing and Database Administration (IRE);EIR
Ecology (IRE);EIR
Electrical and Electronic Engineering Technology/Technician (IRE);EIR
Electromechanical Engineering (IRE);EIR
Elementary Particle Physics (IRE);EIR
Endocrinology (IRE);EIR
Entomology (IRE);EIR
Environmental Chemistry (IRE);EIR
Environmental Health (IRE);EIR
Environmental Toxicology (IRE);EIR
Epidemiology (IRE);EIR
Game and Interactive Media Design (IRE);EIR
Geography (IRE);EIR
Geology/Earth Science (IRE);EIR
Geotechnical and Geoenvironmental Engineering (IRE);EIR
Gerontology (IRE);EIR
Hazardous Materials Management and Waste Technology/Technician (IRE);EIR
Health/Medical Physics (IRE);EIR
Hematology (IRE)Technology/Technician;EIR
Histologic Technology/Histotechnologist (IRE);EIR
Human Biology (IRE);EIR
Hydrology and Water Resources Science (IRE);EIR
Industrial Production Technology Technology/Technician (IRE);EIR
Industrial Technology/Technician (IRE);EIR
Informatics (IRE);EIR
Information Science/Studies (IRE);EIR
Laser and Optical Technology/Technician (IRE);EIR
Manufacturing Engineering Technology/Technician (IRE);EIR
Marine Biology and Biological Oceanography (IRE);EIR
Marine Sciences (IRE);EIR
Materials Engineering (IRE);EIR
Mathematical Statistics and Probability (IRE);EIR
Mechanical Drafting and Computer Aided Design (IRE);EIR
Mechanical Engineering (IRE);EIR
Mechanical Engineering/Mechanical Technology/Technician (IRE);EIR
Medical Anthropology (IRE);EIR
Medical Informatics (IRE);EIR
Medicinal and Pharmaceutical Chemistry (IRE);EIR
Metallurgical Engineering (IRE);EIR
Natural Resource Economics (IRE);EIR
Natural Resource/Connversation (IRE);EIR
Neuropharmacology (IRE);EIR
Nuclear Physics (IRE);EIR
"Oceanography, Chemical and Physical (IRE)";EIR
Oncology and Cancer Biology (IRE);EIR
Operations Research (IRE);EIR
Optics/Optical Sciences (IRE);EIR
Pathology/Experimental Pathology (IRE);EIR
Pharmaceutical Sciences (IRE);EIR
Pharmaceutics and Drug Design (IRE);EIR
Pharmacology and Toxicology (IRE);EIR
Physical and Biological Anthropology (IRE);EIR
Physical Science Technology/Technician (IRE);EIR
Physics (IRE);EIR
Physiology (IRE);EIR
"Physiology, Pathology, and Related Sciences (IRE)";EIR
Planetary Astronomy and Science (IRE);EIR
Plasma and High Temperature Physics (IRE);EIR
Polymer/Plastics Engineering (IRE);EIR
Statistics (IRE);EIR
Textile Sciences and Egineering (IRE);EIR
Theoretical and Mathematical Physics (IRE);EIR
Veterinary Sciences/Veterinary Clinical Sciences (IRE);EIR
Vision Science/Physiological Optics (IRE);EIR
"Water, Wetlands, and Marine Resources Management (IRE)";EIR
Wildlife Biology (IRE);EIR
"Wildlife, Fish and Wildlands Science and Management (IRE)";EIR
Zoology/Animal Biology (IRE);EIR
"Aerospace, Aeronautical and Astronautical/Space Engineering (IER)";EIR
Agricultural Engineering (IER);EIR
Algebra and Number Theory (IER);EIR
Analysis and Functional Analysis (IER);EIR
Analytical Chemistry (IER);EIR
Anatomy (IER);EIR
applied Mathematics (IER);EIR
Architectural and Buildinh Sciences/Technology (IER);EIR
Architectural Engineering (IER);EIR
Architecture (IER);EIR
Biochemical Engineering  (IER);EIR
"Biochemistry, Biophysics, and Molecular Biology (IER)";EIR
Bioengineering and Biomedical Engineering (IER);EIR
Biotechnology (IER);EIR
Chemical Engineering (IER);EIR
Chemical Physics (IER);EIR
Chemistry (IER);EIR
"City/Urban, Community, and Regional Planning (IER)";EIR
Civil Engineering (IER);EIR
Cognitive Psychology and Psycholinguistics (IER);EIR
Computational and Applied Mathematics (IER);EIR
Computational Mathematics (IER);EIR
Computer Engineering Technology/Technician (RIE);EIR
Computer Hardware Engineering (IER);EIR
Computer Software Engineering (IER);EIR
Computer Systems Analysis/Analyst (IER);EIR
Construction Egineering (IER);EIR
Demography and Population Studies (IER);EIR
Electrical and Electronics Engineering (IER);EIR
"Electrical, Electronics, and Communications Engineering (IER)";EIR
Engineering (IER);EIR
Engineering Chemistry (IER);EIR
Engineering Design (IER);EIR
Engineering Mechanics (IER);EIR
Engineering Physics/Applied Physics (IER);EIR
Engineering Science (IER);EIR
Financial Mathematics (IER);EIR
Forest Enginneering (IER);EIR
Geological/Geophysical Engineering (IER);EIR
Geometry/Geometric Analysis (IER);EIR
Industrial Engineering (IER);EIR
Information Resources Management (IER);EIR
Information Technology (IER);EIR
Inorganic Chemistry (IER);EIR
Landscape Architecture (IER);EIR
Laser and Optical Egineering (IER);EIR
Logic (IER);EIR
Manufacturing Engineering Technology/Technician (IER);EIR
Materials Chemistry (IER);EIR
Materials Science (IER);EIR
Mathematical Biology (IER);EIR
Mathematics (IER);EIR
"Mechatronics, Robotics, and Automation Engineering (IER)";EIR
Medical Scientist (IER);EIR
Mining and Mineral Engineering (IER);EIR
"Modeling, Virtual Environments and Simulation (IER)";EIR
Natural Producs Chemistry and Pharmacognosy (IER);EIR
Natural Resources Management and Policy (IER);EIR
Natural Sciences (IER);EIR
Naval Architecture and Marine Engineering (IER);EIR
Nuclear Engineering Technology/Technician (IER);EIR
Nutrition Sciences (IER);EIR
Ocean Engineering (IER);EIR
Organic Chemistry (IER);EIR
Paper Science and Engineering (IER);EIR
Petroleum Engineering  (IER);EIR
Pharmacology (IER);EIR
Physical Chemistry (IER);EIR
Physical Sciences (IER);EIR
Polymer Chemistry (IER);EIR
Sociology (IER);EIR
Structural Engineering (IER);EIR
Surveying Engineering (IER);EIR
Surveying Technology/Surveying (IER);EIR
Systems Engineering (IER);EIR
Theoretical Chemistry (IER);EIR
Tipology and Foundations (IER);EIR
Toxicology (IER);EIR
Transportation and Highway Engineering (IER);EIR
Virology (IER);EIR
Water Resources Engineering (IER);EIR
Accounting and Business/Management (CIE);EIC
Auditing (ECI);EIC
Franchising and Organizational Psychology (ECI);EIC
Industrial and Organizational Psychology (ECI);EIC
International Economics (ECI);EIC
International Relations and Affairs (ECI);EIC
Project Management (ECI);EIC
Research Methodology and Quantitative Methods (ECI);EIC
Small Business Administration/Management (ECI);EIC
Bible/Biblical Studies (SEA);EAS
Clinical/Medical Social Work (SEA);EAS
Cosmetology/Cosmetologist (SEA);EAS
Human Development and Family Studies (SEA);EAS
Art Teacher Education (SAE);EAS
Bilingual and Multilingual Education (SAE);EAS
Chemistry Teacher Education (SAE);EAS
Child Care (SAE);EAS
Clinical Pastoral Counseling/Patient Counseling (SAE);EAS
Divinity/Ministry (SAE);EAS
Junior High/Intermediate/Middle School Education and Teaching (SAE);EAS
Mental Health Counseling/Counselor (SAE);EAS
Pastoral Studies/Counseling (SAE);EAS
Rabbinical Studies (SAE);EAS
Secondary Education and Teaching (SAE);EAS
Speech Teacher Education (SAE);EAS
Teaching English as a Second or Foreign Language/ESL Language Instructor (SAE);EAS
Theological ad Ministerial Studies (SAE);EAS
Theology/Theological Studies (SAE);EAS
Urban Miistry (SAE);EAS
Youth Ministry (SAE);EAS
Airline Flight Attendant (ESA);EAS
American Sign Language (ASL) (ESA);EAS
Apparel and Accessories Marketing Management (ESA);EAS
Apparel and Textile Marketing Management (ESA);EAS
Community College Education (ESA);EAS
Dispute Resolution (ESA);EAS
Fashion Merchandising (ESA);EAS
Film/Video and Photographic Arts (ESA);EAS
Fine and Studio Arts Management (ESA);EAS
Foreign Languages and Literatures (ESA);EAS
"General Merchandising, Sales, and Related Marketing Operations (ESA)";EAS
International and Intercultural Communication (ESA);EAS
Labor Studies (ESA);EAS
Language Interpreation and Translation (ESA);EAS
Plant Nursery Operations and Management (ESA);EAS
Special Products Marketing Operations (ESA);EAS
Sports Communication (ESA);EAS
Theater/Theater Arts Managements (ESA);EAS
Adults and Continuing Education and Teaching (ASE);EAS
American Literature (ASE);EAS
Comparative Literature (ASE);EAS
"Crafts/Craft Design, Folk Art and Artisanry (ASE)";EAS
English Language and Literature/Letters (ASE);EAS
English Literature (British and Commonwealth) (ASE);EAS
"Fiber, Textile, and Weaving Arts (ASE)";EAS
"Music History, Literature and Theory (ASE)";EAS
"Theater Literature, History and Criticism (ASE)";EAS
Medical Insurance Coding Specialist/Coder (CIR);CRI
Alternative Fuel Vehicle Tecchnology/Technician (RIC);CRI
Building Construction Technology (RIC);CRI
Construction Engineering Technology/Technician (RIC);CRI
Forestry (RIC);CRI
Mining and Petroleum Techology/Technician (RIC);CRI
Petroleum Technology/Technician (RIC);CRI
Quality Control Technology/Technician (RIC);CRI
Vehicle Emissions Inspection and Maintenance Techology (RIC);CRI
Vehicle Maintenance and Repair Technology (RIC);CRI
Automobile/Automotive Mechanics Technology/Technician (RCI);CRI
Automotive Engineering Technology/Technician (RCI);CRI
Construction/Heavy Equipment/Earthmoving Equipment Operation (RCI);CRI
Dog/Pet/Animal Grooming (RCI);CRI
Electrocardiograph Technology/Technician (RCI);CRI
Engineering Acoustics (RCI);CRI
Industrial Electronics Technology/Technician (RCI);CRI
Integrated Circuit Design (RCI);CRI
Mortuary Science and Embalming/Embalmer (RCI);CRI
Operational Oceanography (RCI);CRI
Photographic and Film/Video Technology/Technician and Assistant (RCI);CRI
Printing Press Operator (RCI);CRI
Radar Communications and Systems Technology (RCI);CRI
Recording  Arts Technology/Technician (RCI) ;CRI
Recreation Vehicle (RV) Service Technician (RCI);CRI
Semiconductor Manufacturing Technology (RCI);CRI
Solar Energy Technology/Technician (RCI);CRI
Tool and Die Technology/Technician (RCI);CRI
Undersea Warfare (RCI);CRI
Cytotechnology/Cytotechnologist (ICR);CRI
Architectural Drafting and Architectural CAD/CADD (IRC);CRI
Architectural Sciences and Technology (IRC);CRI
Architectural Technology/Technician (IRC);CRI
"Biomathematics, Bioinformatics, and Computational Biology (IRC)";CRI
CAD/CADD Drafting and/or Design Technology/Technician (IRC);CRI
Clinical and Industrial Drug Development (IRC);CRI
Computer Graphics (IRC);CRI
Computer Programming (IRC);CRI
Computer Software Technology/Technician (IRC);CRI
Drafting and Design Technology (IRC);CRI
Electrical/Electronics Drafting and Electrical/Electronics CAD/CADD (IRC);CRI
Environmental Science (IRC);CRI
Fire/Arson Investigation and Prevention (IRC);CRI
Forensic Science and Technology (IRC);CRI
Forest Techology/Technician (IRC);CRI
Gene/Genetic Therapy (IRC);CRI
Geographic Information Science and Cartography (IRC);CRI
Industrial and Physical Pharmacy and Cosmetic Sciences (IRC);CRI
Management Information Systems (IRC);CRI
Medical Office Computer Specialist/Assistant (IRC);CRI
Nanotechnology (IRC);CRI
Perfusion Technology/Perfusionist (IRC);CRI
Accounting Technology/Technician and Bookkeeping (CSR);CRS
Data Processing and Data Processing Technology/Technician (CSR);CRS
Bicycle Mechanics and Repair Technology/Technician (RSC);CRS
Precision Metal Working (RSC);CRS
Electrical and Power Transmission Installation (RCS);CRS
Electroneurodiagostic/Electroencephalographic Technology/Technologist (RCS);CRS
Furniture Design and Manufacturing (RCS);CRS
Industrial Radiologic Technology/Technician (RCS);CRS
Medium/Heavy Vehicle and Truck Technology/Technician (RCS);CRS
Nuclear and Industrial Radiologic Technology/Technician (RCS);CRS
Nuclear Engineering Technology/Technician (RCS);CRS
Nuclear/Nuclear Power Technology/Technician (RCS);CRS
Parts and Warehousing Operations and Maintenance Technology/Technician (RCS);CRS
Polysomnography (RCS);CRS
"Security System Installation, Repair, and Inspection Technology/Technician (RCS)";CRS
Traffic Control (RCS);CRS
Truck and Bus Driver/Commercial Vehicle Operator and Instructor (RCS);CRS
Upholstery/Upholsterer (RCS);CRS
Learning Sciences (SRC);CRS
Speech Language Pathology/Assistant (SRC);CRS
Anesthesiologist Assistant (SCR);CRS
Medical Administrative/Executive Assistant and Medical Secretary (SCR);CRS
Medical/Clinical Assistant (SCR);CRS
Physical Therapy Techician/Assistant (SCR);CRS
Agribusiness/Agricultural Business Operations (REC);CRE
Agricultural Busiess and Management (REC);CRE
Agricultural Business Technology (REC);CRE
Building/Home/Costruction Inspection/Inspector (REC);CRE
Criminalistics and Criminal Science (REC);CRE
Dental Laboratory Techology/Technician (REC);CRE
Locksmithing and Safe Repair (REC);CRE
Metal and Jewelry Arts (REC);CRE
Plastics and Polymer Engineering Technology/Technician (REC);CRE
Roofer (REC);CRE
Small Engine Mechanics and Repair Technology/Technician (REC);CRE
